,county,state,population,dc,obs_dr,pred_dr,pred_dc,pred_dr_err_low,pred_dr_err_upp,pred_dc_err_low,pred_dc_err_upp
193,San diego,CA,2498016,0.0,0.0,7.770721360866622e-07,19.0,4.936339664917222e-07,1.0471862260093304e-06,8.0,28.0
194,San francisco,CA,723959,0.0,0.0,2.550586052446362e-06,18.0,1.6060270500152983e-06,3.4638275853111666e-06,8.0,28.0
195,San joaquin,CA,480628,0.0,0.0,3.772938806267008e-06,18.0,2.4198751398929278e-06,5.2110157749800286e-06,8.0,27.0
196,San luis obispo,CA,217162,0.0,0.0,7.619356428218718e-06,16.0,4.975289104734775e-06,1.0602193554023142e-05,7.0,25.0
197,San mateo,CA,649623,0.0,0.0,2.8619766714100017e-06,18.0,1.7950474632719627e-06,3.838259206230928e-06,8.0,27.0
198,Santa barbara,CA,369608,0.0,0.0,4.777017209972898e-06,18.0,3.1204962072166616e-06,6.633745686991073e-06,9.0,27.0
199,Santa clara,CA,1497577,0.0,0.0,1.2721290820053434e-06,19.0,8.154383177151888e-07,1.7388320569574956e-06,9.0,29.0
200,Santa cruz,CA,229734,0.0,0.0,7.205791348455097e-06,16.0,4.696227230250694e-06,9.831917237636841e-06,7.0,25.0
201,Shasta,CA,147036,33.0,2.244348322859708,2.7727660044412342e-05,41.0,2.1386053410172374e-05,3.3726205673732286e-05,27.0,54.0
202,Sierra,CA,3318,1.0,3.0138637733574445,4.451384965222438e-05,1.0,2.8901426475426148e-05,6.119820530659102e-05,0.0,3.0
203,Siskiyou,CA,43531,12.0,2.7566561760584407,3.663305257582027e-05,16.0,2.5829735206839557e-05,4.6758343245585494e-05,8.0,23.0
204,Solano,CA,340421,33.0,0.9693879049764847,1.3706104576178426e-05,47.0,1.0782182402218932e-05,1.6912710434263315e-05,31.0,61.0
205,Sonoma,CA,388222,74.0,1.9061258764315263,2.1658487473401843e-05,84.0,1.8021232976303687e-05,2.53623229692246e-05,62.0,103.0
206,Stanislaus,CA,370522,56.0,1.511381240520131,1.8320525671175924e-05,67.0,1.4858707723516002e-05,2.1737211967929586e-05,49.0,86.0
207,Sutter,CA,64415,7.0,1.0867034075913993,2.488496885511073e-05,16.0,1.7190144980791163e-05,3.2667861843197595e-05,8.0,24.0
208,Tehama,CA,49625,18.0,3.627204030226701,4.060078462656682e-05,20.0,3.021687593988942e-05,5.2312265032170855e-05,10.0,28.0
209,Trinity,CA,13063,4.0,3.062083747990508,4.20286001319979e-05,5.0,2.7820691400624038e-05,5.605840848178895e-05,1.0,9.0
210,Tulare,CA,311921,57.0,1.827385780373877,2.1507620055480382e-05,67.0,1.7569331319337336e-05,2.5549222450677865e-05,48.0,85.0
211,Tuolumne,CA,48456,12.0,2.4764735017335315,3.485676915872359e-05,17.0,2.5619665154448278e-05,4.53491750790885e-05,9.0,25.0
212,Ventura,CA,669016,110.0,1.644205818694919,1.826513312649613e-05,122.0,1.5674867657516055e-05,2.084940579022627e-05,98.0,147.0
213,Yolo,CA,141092,29.0,2.0553964788932046,2.6471144062868315e-05,37.0,2.08930657558096e-05,3.3094194248517416e-05,25.0,51.0
214,Yuba,CA,58228,16.0,2.747818918733256,3.530901025572734e-05,20.0,2.5709100136295693e-05,4.4197353278982223e-05,11.0,29.0
215,Adams,CO,265038,40.0,1.5092175461631916,1.941167156748777e-05,51.0,1.5412045914340635e-05,2.3522654964850824e-05,34.0,66.0
216,Alamosa,CO,13617,2.0,1.4687522949254608,3.8445047567971184e-05,5.0,2.5215551348380286e-05,5.305921316322306e-05,1.0,9.0
217,Arapahoe,CO,391511,32.0,0.8173461282058487,1.1957061133436874e-05,47.0,9.187454390364486e-06,1.4640569888440666e-05,30.0,61.0
218,Archuleta,CO,5345,2.0,3.741814780168382,4.4822751179902784e-05,2.0,3.0358133078454255e-05,6.126242918063593e-05,0.0,5.0
219,Baca,CO,4556,1.0,2.1949078138718177,4.373402598547273e-05,2.0,2.7578153755473342e-05,5.932388232970555e-05,0.0,4.0
220,Bent,CO,5048,1.0,1.9809825673534076,4.2945411046803755e-05,2.0,2.8330415647601906e-05,5.84759874398292e-05,0.0,4.0
221,Boulder,CO,225339,37.0,1.641970542160922,2.1077596235745893e-05,47.0,1.627075905348631e-05,2.5481582740108767e-05,31.0,62.0
222,Chaffee,CO,12684,1.0,0.7883948281299274,3.6928634439712655e-05,4.0,2.4753750245100588e-05,5.077264274183206e-05,1.0,8.0
223,Cheyenne,CO,2397,0.0,0.0,4.314407006988802e-05,1.0,2.686489585803295e-05,5.8983403927732856e-05,0.0,3.0
224,Clear creek,CO,7619,0.0,0.0,3.913022175147152e-05,3.0,2.4708495272049407e-05,5.315880229598557e-05,0.0,6.0
225,Conejos,CO,7453,1.0,1.341741580571582,4.113135745227134e-05,3.0,2.7307803955871336e-05,5.659788456805678e-05,0.0,6.0
226,Costilla,CO,3190,0.0,0.0,4.224684837369445e-05,1.0,2.7429394468014013e-05,5.8815916013886926e-05,0.0,3.0
227,Crowley,CO,3946,2.0,5.068423720223012,4.6071199615932047e-05,2.0,3.142721122655687e-05,6.456470079159805e-05,0.0,4.0
228,Custer,CO,1926,0.0,0.0,4.417735050249534e-05,1.0,2.7604589525458637e-05,6.025126846530529e-05,0.0,2.0
229,Delta,CO,20980,8.0,3.813155386081983,4.344526989539229e-05,9.0,3.0565162154679505e-05,5.75762477607686e-05,3.0,14.0
230,Denver,CO,467610,98.0,2.095763563653472,2.3043380347774553e-05,107.0,1.9600469675630973e-05,2.667522827172123e-05,81.0,129.0
231,Dolores,CO,1504,2.0,13.297872340425535,4.8515202544040126e-05,1.0,3.199435196666973e-05,6.624408947823722e-05,0.0,2.0
232,Douglas,CO,60391,6.0,0.9935255253266216,2.4537392526535468e-05,15.0,1.7047783971379915e-05,3.332056032521225e-05,7.0,22.0
233,Eagle,CO,21928,0.0,0.0,3.031385898300006e-05,6.0,1.8618926580081657e-05,4.175951884165061e-05,2.0,11.0
234,El paso,CO,397014,0.0,0.0,4.490366893926271e-06,18.0,2.9252307796613768e-06,6.136620893661809e-06,7.0,26.0
235,Elbert,CO,9646,1.0,1.036699149906697,3.92140064823127e-05,4.0,2.5341119929017618e-05,5.377041534845122e-05,1.0,7.0
236,Fremont,CO,32273,9.0,2.788708827812723,3.8061445365547854e-05,12.0,2.6716165431271387e-05,4.947600073771739e-05,5.0,18.0
237,Garfield,CO,29974,4.0,1.334489891239074,3.25372272546216e-05,10.0,2.209117891602264e-05,4.369416857566125e-05,3.0,15.0
238,Gilpin,CO,3070,1.0,3.2573289902280136,4.524255697395072e-05,1.0,2.9914444506409418e-05,6.318664698862752e-05,0.0,3.0
239,Grand,CO,7966,1.0,1.2553351744915893,4.022262806444897e-05,3.0,2.5759884911055336e-05,5.397034818503114e-05,0.0,6.0
240,Gunnison,CO,10273,1.0,0.9734254842791784,3.917850697754646e-05,4.0,2.479731712635554e-05,5.2906319206561226e-05,1.0,7.0
241,Hinsdale,CO,467,0.0,0.0,4.5129526153804026e-05,0.0,2.9186373397287622e-05,6.146524424668163e-05,0.0,1.0
242,Huerfano,CO,6009,0.0,0.0,4.031325977916255e-05,2.0,2.4900787144187107e-05,5.457492963801251e-05,0.0,5.0
243,Jackson,CO,1605,0.0,0.0,4.4249869972937917e-05,1.0,2.9378505512536283e-05,6.164704661938185e-05,0.0,2.0
244,Jefferson,CO,438430,56.0,1.2772848573318432,1.5627559492534216e-05,68.0,1.2725183910548699e-05,1.875399969783498e-05,48.0,86.0
245,Kiowa,CO,1688,1.0,5.924170616113744,4.622574896183227e-05,1.0,3.041997050395893e-05,6.373242683457876e-05,0.0,2.0
246,Kit carson,CO,7140,0.0,0.0,3.9527219989309195e-05,3.0,2.4495189884899212e-05,5.342155041056898e-05,0.0,5.0
247,La plata,CO,32284,0.0,0.0,2.6288195961104375e-05,8.0,1.705087835715077e-05,3.649127168404118e-05,2.0,13.0
248,Lake,CO,6007,1.0,1.66472448809722,4.2125969130880195e-05,2.0,2.6531893859162913e-05,5.696845625483878e-05,0.0,5.0
249,Larimer,CO,186136,26.0,1.396828125671552,1.9872048302727014e-05,37.0,1.520960008179097e-05,2.4946492948799203e-05,22.0,49.0
250,Las animas,CO,13765,0.0,0.0,3.460014270784931e-05,5.0,2.254683679119317e-05,4.8405743987096575e-05,1.0,8.0
251,Lincoln,CO,4529,2.0,4.41598586884522,4.555252572801036e-05,2.0,3.0365468864564762e-05,6.239546881447448e-05,0.0,4.0
252,Logan,CO,17567,6.0,3.41549496214493,4.243536420540742e-05,7.0,2.962591649981663e-05,5.7567707405012965e-05,2.0,12.0
253,Mesa,CO,93145,23.0,2.469268345053411,3.1451282488221773e-05,29.0,2.3706938188661907e-05,3.935504498487383e-05,18.0,40.0
254,Mineral,CO,558,0.0,0.0,4.5458441437232435e-05,0.0,2.8295326867653213e-05,6.183177033736398e-05,0.0,1.0
255,Moffat,CO,11357,2.0,1.7610284406093155,4.0103318715552856e-05,4.0,2.592080287866493e-05,5.4515154714658486e-05,1.0,8.0
256,Montezuma,CO,18672,5.0,2.677806341045416,3.971799973997069e-05,7.0,2.5131034776341112e-05,5.1892588003906556e-05,3.0,12.0
257,Montrose,CO,24423,2.0,0.8189002170085575,3.2080625236886385e-05,8.0,2.0910430286099507e-05,4.338065718742165e-05,3.0,13.0
258,Morgan,CO,21939,8.0,3.6464743151465426,4.251136293060323e-05,9.0,2.980822122983425e-05,5.604148516491964e-05,3.0,14.0
259,Otero,CO,20185,8.0,3.963339113202873,4.382439608085385e-05,9.0,3.1262194700650506e-05,5.8567298833553094e-05,3.0,14.0
260,Ouray,CO,2295,1.0,4.3572984749455355,4.546439681428037e-05,1.0,2.9926242245931395e-05,6.280051462913611e-05,0.0,3.0
261,Park,CO,7174,3.0,4.181767493727349,4.5564520703813305e-05,3.0,2.9600776159267924e-05,6.088235493934649e-05,0.0,6.0
262,Phillips,CO,4189,0.0,0.0,4.177421017550773e-05,2.0,2.7111793435446487e-05,5.7188047138469155e-05,0.0,4.0
263,Pitkin,CO,12661,0.0,0.0,3.503271917312654e-05,4.0,2.191617250319744e-05,4.809405909650964e-05,1.0,8.0
264,Prowers,CO,13347,3.0,2.2476961114857272,4.025011010774554e-05,5.0,2.7068747448853695e-05,5.497092974810949e-05,1.0,9.0
265,Pueblo,CO,123051,34.0,2.7630819741408037,3.225668529077624e-05,40.0,2.5045652750943302e-05,3.957278367903441e-05,24.0,52.0
266,Rio blanco,CO,5972,0.0,0.0,4.008287243935786e-05,2.0,2.671317943115802e-05,5.659457232673013e-05,0.0,5.0
267,Rio grande,CO,10770,0.0,0.0,3.7125707994114894e-05,4.0,2.36567497742524e-05,5.107987699801761e-05,1.0,7.0
268,Routt,CO,14088,3.0,2.1294718909710397,3.9716652271867483e-05,5.0,2.6865583900973536e-05,5.419219527141019e-05,1.0,9.0
269,Saguache,CO,4619,1.0,2.164970772894566,4.36907239544862e-05,2.0,2.864902113307141e-05,6.032162021495913e-05,0.0,4.0
270,San juan,CO,745,0.0,0.0,4.492930249021445e-05,0.0,2.9099289966144138e-05,6.193487822590944e-05,0.0,1.0
271,San miguel,CO,3653,0.0,0.0,4.2504043313465e-05,1.0,2.7465393256461767e-05,5.8976067541071754e-05,0.0,3.0
272,Sedgwick,CO,2690,0.0,0.0,4.339104926677413e-05,1.0,2.6410175266145875e-05,5.794216518172909e-05,0.0,3.0
273,Summit,CO,12881,0.0,0.0,3.51146515827212e-05,4.0,2.27426231097841e-05,4.858332094807175e-05,1.0,8.0
274,Teller,CO,12468,4.0,3.2082130253448833,4.270475904933246e-05,5.0,2.7647675391804693e-05,5.6751205391241584e-05,1.0,9.0
275,Washington,CO,4812,2.0,4.156275976724855,4.5278105750594204e-05,2.0,3.0275449669419068e-05,6.256234378778339e-05,0.0,4.0
276,Weld,CO,131821,20.0,1.5172089424295063,2.2631570208785144e-05,29.0,1.7017148186136986e-05,2.8673518586047925e-05,17.0,40.0
277,Yuma,CO,8954,3.0,3.3504578959124416,4.367822774575461e-05,4.0,2.9091168469512175e-05,5.923921890288478e-05,1.0,7.0
278,Fairfield,CT,827645,204.0,2.4648248947314366,2.5640973821742292e-05,213.0,2.2792234155519913e-05,2.872700232539459e-05,175.0,244.0
279,Hartford,CT,851783,166.0,1.9488531703497252,2.075661509986662e-05,176.0,1.810232183639377e-05,2.324247446873278e-05,143.0,205.0
280,Litchfield,CT,174092,46.0,2.6422810927555545,3.0242872184247987e-05,52.0,2.419408173181733e-05,3.64254304180798e-05,36.0,68.0
281,Middlesex,CT,143196,55.0,3.840889410318724,4.009786214934204e-05,57.0,3.274620320567227e-05,4.7781975722405394e-05,40.0,73.0
282,New haven,CT,804219,0.0,0.0,2.303634436175629e-06,18.0,1.4614331533026347e-06,3.2178318225147592e-06,7.0,27.0
283,New london,CT,254957,0.0,0.0,6.596984981166053e-06,17.0,4.2817174597804535e-06,9.117750055338627e-06,7.0,25.0
284,Tolland,CT,128699,20.0,1.5540136286995236,2.3258705229991117e-05,30.0,1.7292346319125846e-05,2.8939826855104017e-05,17.0,40.0
285,Windham,CT,102525,30.0,2.926115581565472,3.416449300714963e-05,35.0,2.6417755873875808e-05,4.215444207135786e-05,22.0,47.0
286,Kent,DE,110993,10.0,0.9009577180542916,1.922723210001658e-05,21.0,1.3980042586683457e-05,2.528756384511603e-05,12.0,31.0
287,New castle,DE,441946,0.0,0.0,4.045684201336116e-06,18.0,2.623556189292746e-06,5.624501292699681e-06,8.0,27.0
288,Sussex,DE,113229,25.0,2.207914933453444,2.8610389570589192e-05,32.0,2.197523285380327e-05,3.6120039230021134e-05,18.0,43.0
289,District of columbia,DC,606900,0.0,0.0,3.0288866042160582e-06,18.0,2.0671448242571347e-06,4.29942898989444e-06,8.0,27.0
290,Alachua,FL,181596,16.0,0.8810766756977026,1.5704113936034345e-05,29.0,1.1796664526592812e-05,2.0338592282652255e-05,17.0,40.0
291,Baker,FL,18486,1.0,0.5409499080385156,3.355155237188581e-05,6.0,2.2501659006408085e-05,4.6760383268396464e-05,1.0,10.0
292,Bay,FL,126994,21.0,1.6536214309337451,2.4086370120518712e-05,30.0,1.7637406310621505e-05,2.972328635774022e-05,19.0,42.0
293,Bradford,FL,22515,9.0,3.9973351099267163,4.3543180157148985e-05,10.0,3.155363772090618e-05,5.8158650110314135e-05,4.0,15.0
294,Brevard,FL,398978,96.0,2.406147707392388,2.6222476935148168e-05,104.0,2.2286672346253663e-05,3.0461794940879604e-05,81.0,127.0
295,Broward,FL,1255488,404.0,3.217872253657542,3.265670796654472e-05,410.0,2.9937512269963707e-05,3.5277377346678665e-05,364.0,456.0
296,Calhoun,FL,11011,1.0,0.9081827263645448,3.8390520877136186e-05,4.0,2.507222940976236e-05,5.243080975144152e-05,0.0,7.0
297,Charlotte,FL,110975,43.0,3.8747465645415633,4.047894535297724e-05,45.0,3.235577864135501e-05,4.913631670387653e-05,29.0,58.0
298,Citrus,FL,93515,37.0,3.9565845051596007,4.144672238303231e-05,39.0,3.260153917686196e-05,5.110703697174925e-05,26.0,53.0
299,Clay,FL,105986,10.0,0.943520842375408,1.9999135308040938e-05,21.0,1.3692766287627346e-05,2.571312352674728e-05,12.0,31.0
300,Collier,FL,152099,47.0,3.0900926370324586,3.411811440077326e-05,52.0,2.7609668875052855e-05,4.1087726796646075e-05,37.0,68.0
301,Columbia,FL,42613,8.0,1.8773613685964377,3.212991211116908e-05,14.0,2.3385663878918765e-05,4.267699972807587e-05,6.0,20.0
302,Dade,FL,1937094,434.0,2.240469486767292,2.290100143836185e-05,443.0,2.108450543646968e-05,2.4680022559630854e-05,390.0,489.0
303,Desoto,FL,23865,0.0,0.0,2.9316272565392113e-05,7.0,1.879822607435414e-05,4.0547568795203256e-05,2.0,12.0
304,Dixie,FL,10585,2.0,1.889466225791214,4.03274823449754e-05,4.0,2.6009753205495595e-05,5.4095783961198655e-05,1.0,8.0
305,Duval,FL,672971,94.0,1.3967912436048506,1.5815330784742937e-05,106.0,1.3268857979548382e-05,1.8207427212248203e-05,82.0,130.0
306,Escambia,FL,262798,56.0,2.130914238312316,2.4769591639008685e-05,65.0,2.019844901915145e-05,2.9588857591579587e-05,46.0,82.0
307,Flagler,FL,28701,7.0,2.4389394097766632,3.7240600858867214e-05,10.0,2.599510377915951e-05,4.914819903799034e-05,4.0,16.0
308,Franklin,FL,8967,2.0,2.2304003568640574,4.157537724288061e-05,4.0,2.6583589638506728e-05,5.602428577239872e-05,1.0,7.0
309,Gadsden,FL,41105,3.0,0.7298382191947451,2.7028153459454907e-05,11.0,1.7468557443822208e-05,3.629563649490732e-05,4.0,17.0
310,Gilchrist,FL,9667,2.0,2.0688941760628947,4.1374394836879724e-05,4.0,2.6665509700823455e-05,5.67107296025659e-05,0.0,7.0
311,Glades,FL,7591,1.0,1.3173494928204454,4.0564109018880884e-05,3.0,2.6865566455797132e-05,5.629233968883926e-05,0.0,6.0
312,Gulf,FL,11504,0.0,0.0,3.5971708404679005e-05,4.0,2.183208004886665e-05,4.929620564908709e-05,0.0,7.0
313,Hamilton,FL,10930,2.0,1.8298261665141808,4.0127576431202965e-05,4.0,2.7393357327680378e-05,5.5961614983371473e-05,1.0,8.0
314,Hardee,FL,19499,2.0,1.025693625314119,3.4503119443536426e-05,7.0,2.345244469548802e-05,4.791857619354665e-05,2.0,11.0
315,Hendry,FL,25773,2.0,0.7760058976448222,3.164089695174763e-05,8.0,2.1123788113507094e-05,4.242968760254976e-05,3.0,13.0
316,Hernando,FL,101115,29.0,2.8680215596103444,3.363439668125846e-05,34.0,2.5522907786923344e-05,4.143690041759525e-05,22.0,46.0
317,Highlands,FL,68432,17.0,2.4842179097498245,3.275607511229401e-05,22.0,2.425237284742987e-05,4.1851898136865426e-05,13.0,32.0
318,Hillsborough,FL,834054,135.0,1.6186002345171897,1.764559747064199e-05,147.0,1.535736373023094e-05,2.0112043018943903e-05,119.0,175.0
319,Holmes,FL,15778,1.0,0.6337938902268982,3.553678712603125e-05,5.0,2.2487696605205526e-05,4.825050299566955e-05,1.0,9.0
320,Indian river,FL,90208,0.0,0.0,1.4719366813481078e-05,13.0,9.771115504001986e-06,2.0753087221159314e-05,5.0,20.0
321,Jackson,FL,41375,5.0,1.2084592145015105,2.937426826871965e-05,12.0,2.020588574199038e-05,3.919677258106379e-05,4.0,18.0
322,Jefferson,FL,11296,1.0,0.8852691218130313,3.817841743744851e-05,4.0,2.5566194674899633e-05,5.316840798762649e-05,1.0,8.0
323,Lafayette,FL,5578,0.0,0.0,4.0560156931180864e-05,2.0,2.6097602981944927e-05,5.5990583249059005e-05,0.0,4.0
324,Lake,FL,152104,38.0,2.4982906432440957,2.9616521985789376e-05,45.0,2.3474847144806496e-05,3.5925706787987036e-05,29.0,58.0
325,Lee,FL,335113,98.0,2.9243866994118397,3.106669138233405e-05,104.0,2.634287553693077e-05,3.5706312298999906e-05,80.0,126.0
326,Leon,FL,192493,15.0,0.7792491155522537,1.4744874331546992e-05,28.0,1.0645129859937466e-05,1.8640794995166114e-05,15.0,38.0
327,Levy,FL,25923,6.0,2.3145469274389536,3.728527406677915e-05,10.0,2.593763862441999e-05,4.882678571232197e-05,4.0,15.0
328,Liberty,FL,5569,2.0,3.5913090321422163,4.4566165714070904e-05,2.0,2.8654092636284206e-05,6.007654613356894e-05,0.0,5.0
329,Madison,FL,16569,2.0,1.207073450419458,3.6471719461979735e-05,6.0,2.3575989542284864e-05,4.884902241991095e-05,1.0,10.0
330,Manatee,FL,211707,58.0,2.739635439546165,3.05316722801649e-05,65.0,2.52935679369377e-05,3.659126366943838e-05,47.0,82.0
331,Marion,FL,194833,49.0,2.5149743626593035,2.8765518005135036e-05,56.0,2.3522808330030253e-05,3.487910258854732e-05,38.0,71.0
332,Martin,FL,100900,33.0,3.2705649157581766,3.659870688523592e-05,37.0,2.842655524036721e-05,4.485794743070384e-05,23.0,49.0
333,Monroe,FL,78024,21.0,2.69147954475546,3.359237632937616e-05,26.0,2.5495685395158298e-05,4.323177176376342e-05,15.0,36.0
334,Nassau,FL,43941,6.0,1.365467331194101,2.9374444783352043e-05,13.0,1.9686623039889335e-05,3.867518098700062e-05,5.0,19.0
335,Okaloosa,FL,143776,30.0,2.0865791230803468,2.6609159796443746e-05,38.0,2.0501017583294012e-05,3.2610419253682486e-05,24.0,51.0
336,Okeechobee,FL,29627,9.0,3.0377696020521823,3.9407867129989283e-05,12.0,2.6843555141742746e-05,5.094150965071193e-05,4.0,17.0
337,Orange,FL,677491,109.0,1.6088774611028045,1.785503043717935e-05,121.0,1.5252759601101332e-05,2.0490977673912072e-05,96.0,146.0
338,Osceola,FL,107728,21.0,1.9493539284122976,2.7038980780944948e-05,29.0,2.0466474173084586e-05,3.429138564399554e-05,17.0,40.0
339,Palm beach,FL,863518,0.0,0.0,2.16863286384858e-06,18.0,1.3948126963989295e-06,2.9902857416939294e-06,10.0,29.0
340,Pasco,FL,281131,112.0,3.983907857902544,4.03661521847018e-05,113.0,3.484423750505275e-05,4.6314016157342436e-05,89.0,136.0
341,Pinellas,FL,851659,299.0,3.5107948134171068,3.56382537266448e-05,304.0,3.2212878588120486e-05,3.893683119814184e-05,263.0,342.0
342,Polk,FL,405382,80.0,1.9734472670222156,2.2225773602784915e-05,90.0,1.8489450458862907e-05,2.584202383583732e-05,67.0,110.0
343,Putnam,FL,65070,13.0,1.9978484708775168,3.022727827979575e-05,19.0,2.1413274164318313e-05,3.90881646753603e-05,10.0,28.0
344,Santa rosa,FL,81608,0.0,0.0,1.5723475135807338e-05,13.0,1.0098139948283538e-05,2.1405917242838387e-05,6.0,20.0
345,Sarasota,FL,277776,120.0,4.320027648176948,4.350651598643774e-05,121.0,3.7432545060703315e-05,4.955319383092476e-05,99.0,148.0
346,Seminole,FL,287529,27.0,0.9390357146583476,1.411367017089682e-05,40.0,1.0793825900252017e-05,1.756981401174215e-05,25.0,54.0
347,St. johns,FL,83829,0.0,0.0,1.5436462805026808e-05,13.0,9.797634384847287e-06,2.12568355732173e-05,5.0,20.0
348,St. lucie,FL,150171,0.0,0.0,1.015220684862794e-05,15.0,6.7614045447819424e-06,1.4130089619580108e-05,6.0,23.0
349,Sumter,FL,31577,4.0,1.2667447825949267,3.195384607301553e-05,10.0,2.1037171663934307e-05,4.318392551562095e-05,3.0,15.0
350,Suwannee,FL,26780,4.0,1.4936519790888725,3.357422481991086e-05,9.0,2.341883101153092e-05,4.5355778040113756e-05,3.0,14.0
351,Taylor,FL,17111,4.0,2.337677517386477,3.9177385830365874e-05,7.0,2.6176793912866602e-05,5.216372356680183e-05,2.0,11.0
352,Union,FL,10252,1.0,0.9754194303550529,3.8645411092635295e-05,4.0,2.4876603371983124e-05,5.3548674278446726e-05,0.0,7.0
353,Volusia,FL,370712,93.0,2.508685988044628,2.718217248363602e-05,100.0,2.3045374189404184e-05,3.162528755579096e-05,76.0,121.0
354,Wakulla,FL,14202,1.0,0.7041261794113506,3.602774451208874e-05,5.0,2.322741523715554e-05,5.013758139794891e-05,1.0,9.0
355,Walton,FL,27760,9.0,3.2420749279538903,4.0377410321882005e-05,11.0,2.9119619779528037e-05,5.354593739356769e-05,5.0,17.0
356,Washington,FL,16919,4.0,2.364205922335836,3.9619524326070423e-05,7.0,2.7290891167393828e-05,5.4278388065001016e-05,2.0,11.0
357,Appling,GA,15744,2.0,1.2703252032520325,3.671558238974083e-05,6.0,2.4568652592847253e-05,5.097331999359325e-05,2.0,10.0
358,Atkinson,GA,6213,0.0,0.0,3.9799869563721894e-05,2.0,2.596369738282129e-05,5.561796885287369e-05,0.0,5.0
359,Bacon,GA,9566,1.0,1.0453690152623878,3.907246539432602e-05,4.0,2.6344236518397153e-05,5.347663990520245e-05,1.0,7.0
360,Baker,GA,3615,0.0,0.0,4.193084711527572e-05,1.0,2.6194351924812937e-05,5.756002974507756e-05,0.0,3.0
361,Baldwin,GA,39530,4.0,1.0118897040222616,2.8718034812469908e-05,11.0,1.9259915955496315e-05,3.809206814761298e-05,4.0,17.0
362,Banks,GA,10308,2.0,1.9402405898331396,4.071131210890893e-05,4.0,2.7020275071824306e-05,5.6289160212736174e-05,0.0,7.0
363,Barrow,GA,29721,4.0,1.3458497358769894,3.233247255628869e-05,9.0,2.1281592189059517e-05,4.337895337380832e-05,4.0,15.0
364,Bartow,GA,55911,8.0,1.4308454508057449,2.815898030734709e-05,16.0,2.0388688026776857e-05,3.749165468752117e-05,7.0,23.0
365,Ben hill,GA,16245,0.0,0.0,3.3239422332626104e-05,5.0,2.1155671864926913e-05,4.561050760923726e-05,1.0,9.0
366,Berrien,GA,14153,4.0,2.826255917473328,4.124175580420559e-05,6.0,2.7707458757638303e-05,5.5660387400918994e-05,2.0,10.0
367,Bibb,GA,149967,14.0,0.9335387118499404,1.7284769721572903e-05,26.0,1.2282611652740857e-05,2.2192757500725127e-05,14.0,36.0
