,county,state,population,dc,obs_dr,pred_dr,pred_dc,pred_dr_err_low,pred_dr_err_upp,pred_dc_err_low,pred_dc_err_upp
2419,Fentress,TN,14669,4.0,2.726838911991274,4.085646524191691e-05,6.0,2.7434255269234748e-05,5.5326835733268903e-05,2.0,10.0
2420,Franklin,TN,34725,4.0,1.1519078473722102,3.051824585591299e-05,10.0,1.9666564375718825e-05,4.0420833579794786e-05,4.0,16.0
2421,Gibson,TN,46315,15.0,3.238691568606284,3.894863389819031e-05,18.0,2.808409612306413e-05,4.952005958424734e-05,8.0,25.0
2422,Giles,TN,25741,4.0,1.5539411833262111,3.436678547976137e-05,9.0,2.3738211882527195e-05,4.658871174934134e-05,3.0,14.0
2423,Grainger,TN,17095,1.0,0.584966364434045,3.410718366052042e-05,6.0,2.2168071634337593e-05,4.653121074581225e-05,2.0,10.0
2424,Greene,TN,55853,15.0,2.685621184179901,3.518770400333878e-05,19.0,2.5461687048997144e-05,4.494456899864725e-05,10.0,28.0
2425,Grundy,TN,13362,2.0,1.49678191887442,3.8477428526819015e-05,5.0,2.5420094075068716e-05,5.274493016526869e-05,1.0,9.0
2426,Hamblen,TN,50480,11.0,2.1790808240887483,3.264327616489704e-05,16.0,2.390630298775976e-05,4.338169132117186e-05,9.0,25.0
2427,Hamilton,TN,285536,58.0,2.0312675109268183,2.3619334701859814e-05,67.0,1.917999728527356e-05,2.807422363910784e-05,47.0,84.0
2428,Hancock,TN,6739,4.0,5.935598753524263,4.770846256125084e-05,3.0,3.252856235256834e-05,6.457747352637707e-05,0.0,6.0
2429,Hardeman,TN,23377,6.0,2.566625315481029,3.8970733179719676e-05,9.0,2.6895691743851462e-05,5.1301331228330776e-05,4.0,15.0
2430,Hardin,TN,22633,3.0,1.3254981663942031,3.446873432635005e-05,8.0,2.33474463216882e-05,4.689775698004897e-05,2.0,12.0
2431,Hawkins,TN,44565,4.0,0.8975653539773366,2.7041426504522496e-05,12.0,1.835581075269535e-05,3.645622488466786e-05,5.0,19.0
2432,Haywood,TN,19437,1.0,0.5144826876575603,3.2939635582007696e-05,6.0,2.188220214905325e-05,4.5144836338205836e-05,1.0,10.0
2433,Henderson,TN,21844,9.0,4.120124519318806,4.443636774289434e-05,9.0,3.171549566045424e-05,5.928308397591135e-05,4.0,15.0
2434,Henry,TN,27888,15.0,5.378657487091222,4.893020116821767e-05,13.0,3.525902176469331e-05,6.132761169706506e-05,6.0,20.0
2435,Hickman,TN,16754,8.0,4.774979109466397,4.6216134733141953e-05,8.0,3.149180430353928e-05,6.021124891111321e-05,2.0,12.0
2436,Houston,TN,7018,2.0,2.8498147620404675,4.328037521015329e-05,3.0,2.8285842103484727e-05,5.8687148945576354e-05,0.0,6.0
2437,Humphreys,TN,15795,4.0,2.5324469768914217,4.031474891718054e-05,6.0,2.5660169786473094e-05,5.317162941970458e-05,1.0,10.0
2438,Jackson,TN,9297,0.0,0.0,3.7454589168959866e-05,3.0,2.341021444030644e-05,5.1611239056572075e-05,0.0,6.0
2439,Jefferson,TN,33016,5.0,1.5144172522413375,3.2649949442965713e-05,11.0,2.2622891067003452e-05,4.38377199406284e-05,5.0,17.0
2440,Johnson,TN,13766,7.0,5.0849920092982694,4.7074731132754894e-05,6.0,3.263319907568445e-05,6.283846759291745e-05,1.0,10.0
2441,Knox,TN,335749,72.0,2.1444591048670287,2.4219394154947043e-05,81.0,1.985906670742453e-05,2.8256347395500575e-05,60.0,100.0
2442,Lake,TN,7129,4.0,5.610885117127227,4.7929668090270993e-05,3.0,3.3060464169492554e-05,6.480766173536054e-05,0.0,6.0
2443,Lauderdale,TN,23491,4.0,1.7027797880039166,3.5494625750105286e-05,8.0,2.400737412746396e-05,4.767830397301034e-05,2.0,13.0
2444,Lawrence,TN,35303,8.0,2.2660963657479534,3.536951976608352e-05,12.0,2.506243619334247e-05,4.710672467255348e-05,6.0,19.0
2445,Lewis,TN,9247,3.0,3.2442954471720564,4.317437281061669e-05,4.0,2.7246969038049384e-05,5.738162939690269e-05,0.0,7.0
2446,Lincoln,TN,28157,5.0,1.7757573605142594,3.453503390571689e-05,10.0,2.384736385486268e-05,4.579639617883881e-05,4.0,15.0
2447,Loudon,TN,31255,15.0,4.799232122860341,4.692263219002585e-05,15.0,3.474641461602625e-05,6.07173011049075e-05,6.0,21.0
2448,Macon,TN,15906,2.0,1.2573871495033322,3.655994278871057e-05,6.0,2.3194331181913967e-05,4.9013467494066116e-05,2.0,10.0
2449,Madison,TN,77982,17.0,2.1799902541612166,3.0241617084774905e-05,23.0,2.2257847090849126e-05,3.825465245101096e-05,13.0,33.0
2450,Marion,TN,24860,5.0,2.011263073209976,3.636906121824914e-05,9.0,2.5431614299286892e-05,4.840856396338196e-05,3.0,14.0
2451,Marshall,TN,21539,7.0,3.2499187520311987,4.110957003552077e-05,9.0,2.9435806046293762e-05,5.520857721175528e-05,3.0,14.0
2452,Maury,TN,54812,12.0,2.1893016127855214,3.239541223590064e-05,18.0,2.3388512699565196e-05,4.227254350615159e-05,8.0,25.0
2453,Mcminn,TN,42383,0.0,0.0,2.300049042484186e-05,10.0,1.5266822649988345e-05,3.1935638918105656e-05,3.0,15.0
2454,Mcnairy,TN,22422,0.0,0.0,2.9957904076737296e-05,7.0,1.9385733894736203e-05,4.053350831682005e-05,2.0,11.0
2455,Meigs,TN,8033,2.0,2.4897298643097225,4.270927819708932e-05,3.0,2.865503725679426e-05,5.9279799006762086e-05,0.0,6.0
2456,Monroe,TN,30541,7.0,2.2920009168003666,3.61972085061285e-05,11.0,2.5544643007156077e-05,4.834582390875039e-05,4.0,17.0
2457,Montgomery,TN,100498,16.0,1.592071484009632,2.480282108132062e-05,25.0,1.7856905787946235e-05,3.1448015678613086e-05,14.0,35.0
2458,Moore,TN,4721,1.0,2.1181952976064395,4.35176458300453e-05,2.0,2.8278661773743365e-05,6.018183395278897e-05,0.0,4.0
2459,Morgan,TN,17300,7.0,4.0462427745664735,4.458663946165577e-05,8.0,3.130650188083727e-05,6.032469375470402e-05,2.0,12.0
2460,Obion,TN,31717,8.0,2.5223066494309045,3.6937160409969666e-05,12.0,2.654157408242594e-05,4.871601776635631e-05,5.0,18.0
2461,Overton,TN,17636,5.0,2.8351100022680877,4.052202877715792e-05,7.0,2.555031390036685e-05,5.322453399620358e-05,3.0,12.0
2462,Perry,TN,6612,1.0,1.5124016938898972,4.1787763114592443e-05,3.0,2.617310751863732e-05,5.7088589934934236e-05,0.0,5.0
2463,Pickett,TN,4548,1.0,2.198768689533861,4.387100090114281e-05,2.0,2.876707643208197e-05,5.974861332867963e-05,0.0,4.0
2464,Polk,TN,13643,5.0,3.664883090229422,4.3671589467000774e-05,6.0,2.9040961432871758e-05,5.8931794031931794e-05,2.0,10.0
2465,Putnam,TN,51373,11.0,2.141202577229284,3.258737620581275e-05,17.0,2.3878760281891362e-05,4.264542931066618e-05,9.0,25.0
2466,Rhea,TN,24344,4.0,1.6431153466973383,3.5301233407868784e-05,8.0,2.4174724671813713e-05,4.667149743228543e-05,2.0,13.0
2467,Roane,TN,47227,5.0,1.0587164122218222,2.7248223147050314e-05,13.0,1.9235318715876388e-05,3.675966825565676e-05,6.0,20.0
2468,Robertson,TN,41494,6.0,1.4459921916421652,3.0625014186256966e-05,13.0,2.1160081954862e-05,4.0899790065880776e-05,5.0,19.0
2469,Rutherford,TN,118570,15.0,1.2650754828371429,2.1346175576205452e-05,25.0,1.5324992308658692e-05,2.7200446080207234e-05,14.0,35.0
2470,Scott,TN,18358,4.0,2.1788865889530453,3.8886498932901965e-05,7.0,2.7065216391920624e-05,5.334444103241503e-05,3.0,12.0
2471,Sequatchie,TN,8863,1.0,1.1282861333634209,3.996559673654524e-05,3.0,2.549753042652426e-05,5.384110920774462e-05,0.0,6.0
2472,Sevier,TN,51043,13.0,2.5468722449699275,3.479786818099192e-05,18.0,2.4729567627420903e-05,4.41791338906322e-05,8.0,25.0
2473,Shelby,TN,826330,116.0,1.4037975143102637,1.5595961119206038e-05,128.0,1.3347931227393341e-05,1.7754945875967818e-05,101.0,153.0
2474,Smith,TN,14143,4.0,2.8282542600579794,4.1552054837827745e-05,6.0,2.7632516067952365e-05,5.506430609633408e-05,2.0,10.0
2475,Stewart,TN,9479,1.0,1.0549636037556709,3.915966355165734e-05,4.0,2.4995394444473175e-05,5.363534752895745e-05,1.0,7.0
2476,Sullivan,TN,143596,20.0,1.392796456725814,2.13714187238267e-05,31.0,1.5858504396167265e-05,2.6950966273067783e-05,18.0,42.0
2477,Sumner,TN,103281,13.0,1.2587019877809085,2.226743846189435e-05,23.0,1.5815965460557146e-05,2.8512517294773088e-05,12.0,32.0
2478,Tipton,TN,37568,2.0,0.5323679727427598,2.685622966717165e-05,10.0,1.8046414171635122e-05,3.6650794015202346e-05,4.0,16.0
2479,Trousdale,TN,5920,1.0,1.6891891891891893,4.2073738436594887e-05,2.0,2.6791368119617815e-05,5.6592278164609825e-05,0.0,5.0
2480,Unicoi,TN,16549,5.0,3.021330593993595,4.165746166505177e-05,7.0,2.858424871451916e-05,5.63695308057334e-05,2.0,11.0
2481,Union,TN,13694,7.0,5.111727763984226,4.699840397463545e-05,6.0,3.307470074015324e-05,6.353890492141036e-05,1.0,10.0
2482,Van buren,TN,4846,0.0,0.0,4.119431961317344e-05,2.0,2.5636605856500683e-05,5.630390366971621e-05,0.0,4.0
2483,Warren,TN,32992,8.0,2.4248302618816684,3.646895084368137e-05,12.0,2.5360293497784566e-05,4.7778925543082885e-05,5.0,18.0
2484,Washington,TN,92315,16.0,1.7331961219736771,2.6318989458320142e-05,24.0,1.8968412990658092e-05,3.351574622279437e-05,13.0,34.0
2485,Wayne,TN,13935,4.0,2.8704700394689637,4.1490667056877296e-05,6.0,2.7916858806740432e-05,5.5285060172608314e-05,2.0,10.0
2486,Weakley,TN,31972,10.0,3.1277367696734646,3.966379047781442e-05,12.0,2.80481756443362e-05,5.189314921021365e-05,5.0,19.0
2487,White,TN,20090,4.0,1.9910403185664511,3.769522676880597e-05,7.0,2.409448539399483e-05,4.9636014206879404e-05,2.0,12.0
2488,Williamson,TN,81021,14.0,1.7279470754495747,2.7175707248211876e-05,22.0,1.9711792435810972e-05,3.4961463850623824e-05,12.0,31.0
2489,Wilson,TN,67675,6.0,0.8865903213889914,2.3185055297684074e-05,15.0,1.6142840611385003e-05,3.040455075596172e-05,7.0,23.0
2490,Anderson,TX,48024,12.0,2.498750624687656,3.4686004913523825e-05,16.0,2.4184146872775075e-05,4.468432471596475e-05,7.0,24.0
2491,Andrews,TX,14338,3.0,2.0923420281768728,3.9727752872798935e-05,6.0,2.643876577621068e-05,5.4283995836073544e-05,1.0,9.0
2492,Angelina,TX,69884,10.0,1.4309427050540895,2.6226038155944966e-05,18.0,1.875319919867772e-05,3.477975093433564e-05,9.0,27.0
2493,Aransas,TX,17892,4.0,2.23563603845294,3.912169699569594e-05,7.0,2.518122999455851e-05,5.169113150318874e-05,1.0,11.0
2494,Archer,TX,7973,2.0,2.5084660729963635,4.278508119641133e-05,3.0,2.8626544929611783e-05,5.914303334850828e-05,0.0,6.0
2495,Armstrong,TX,2021,1.0,4.948045522018803,4.598494122577966e-05,1.0,3.119795562874224e-05,6.48730852916976e-05,0.0,2.0
2496,Atascosa,TX,30533,5.0,1.6375724625814694,3.354617675881702e-05,10.0,2.2995882938495977e-05,4.440771181213636e-05,4.0,16.0
2497,Austin,TX,19832,12.0,6.050826946349334,5.040850445619796e-05,10.0,3.671493567816712e-05,6.55442063795251e-05,3.0,15.0
2498,Bailey,TX,7064,0.0,0.0,3.93897393466219e-05,3.0,2.515674215277467e-05,5.463270710959867e-05,0.0,5.0
2499,Bandera,TX,10562,4.0,3.7871615224389314,4.430205232066082e-05,5.0,3.069121686083019e-05,6.0224045038505163e-05,1.0,8.0
2500,Bastrop,TX,38263,8.0,2.0907926717716854,3.397963898250217e-05,13.0,2.377612637932979e-05,4.443171908582963e-05,5.0,19.0
2501,Baylor,TX,4385,2.0,4.5610034207525665,4.58586328858355e-05,2.0,2.989626932748482e-05,6.155581381456866e-05,0.0,4.0
2502,Bee,TX,25135,7.0,2.7849612094688685,3.8980745845620876e-05,10.0,2.6308424408957918e-05,5.079096629748757e-05,4.0,15.0
2503,Bell,TX,191088,24.0,1.2559658377292138,1.863766202193861e-05,35.0,1.4012337842840662e-05,2.3165321183505996e-05,21.0,48.0
2504,Bexar,TX,1185394,191.0,1.6112786128493988,1.7132783622698778e-05,203.0,1.5255343995278648e-05,1.907420644272259e-05,169.0,234.0
2505,Blanco,TX,5972,2.0,3.3489618218352315,4.435773657177365e-05,3.0,3.036594870263482e-05,6.0735849063960545e-05,0.0,5.0
2506,Borden,TX,799,0.0,0.0,4.462381939732905e-05,0.0,2.8929058334607527e-05,6.078108690838228e-05,0.0,1.0
2507,Bosque,TX,15125,8.0,5.2892561983471085,4.7670594487757154e-05,7.0,3.244360687531662e-05,6.237225897033448e-05,3.0,12.0
2508,Bowie,TX,81665,16.0,1.9592236576256659,2.8581100481504474e-05,23.0,2.131187928450685e-05,3.6706919971004165e-05,12.0,32.0
2509,Brazoria,TX,191707,23.0,1.1997475313890469,1.8187974983316037e-05,35.0,1.3577387220069832e-05,2.2501487655833978e-05,20.0,46.0
2510,Brazos,TX,121862,15.0,1.2309005268254254,2.1064481348507094e-05,25.0,1.5527183664478258e-05,2.7526826546075385e-05,15.0,36.0
2511,Brewster,TX,8681,2.0,2.3038820412394885,4.212835069540181e-05,4.0,2.8694112546591523e-05,5.876010902553232e-05,0.0,6.0
2512,Briscoe,TX,1971,0.0,0.0,4.3906404760090986e-05,1.0,2.8270929708751454e-05,6.071023358546929e-05,0.0,2.0
2513,Brooks,TX,8204,2.0,2.4378352023403216,4.238992495404671e-05,3.0,2.8946873524343547e-05,5.8443871611988825e-05,0.0,6.0
2514,Brown,TX,34371,11.0,3.200372406970993,3.9457805869322064e-05,13.0,2.854959412399806e-05,5.163630349208531e-05,6.0,20.0
2515,Burleson,TX,13625,4.0,2.9357798165137616,4.1806727379946245e-05,6.0,2.8051580499464493e-05,5.5104139096264034e-05,2.0,10.0
2516,Burnet,TX,22677,7.0,3.0868280636768533,4.090141899863294e-05,9.0,2.867520859763544e-05,5.40244414135152e-05,4.0,15.0
2517,Caldwell,TX,26392,9.0,3.4101242800848732,4.105090594565237e-05,11.0,2.9373746152678233e-05,5.493678388781201e-05,5.0,17.0
2518,Calhoun,TX,19053,4.0,2.099406917545793,3.8246033685109063e-05,7.0,2.6286372844655078e-05,5.088385920313855e-05,2.0,12.0
2519,Callahan,TX,11859,5.0,4.216207100092756,4.5408682891991866e-05,5.0,3.064671381421586e-05,6.0370815749059535e-05,1.0,9.0
2520,Cameron,TX,260120,33.0,1.268645240658158,1.7434321247139163e-05,45.0,1.3511036473806971e-05,2.1468032106401283e-05,31.0,61.0
2521,Camp,TX,9904,0.0,0.0,3.731431263357759e-05,4.0,2.410336483919376e-05,5.1830700434282606e-05,1.0,7.0
2522,Carson,TX,6576,0.0,0.0,3.956207888147498e-05,2.0,2.584092257398466e-05,5.45529303933568e-05,0.0,5.0
2523,Cass,TX,29982,9.0,3.001801080648389,3.924060362085707e-05,11.0,2.836568938673458e-05,5.181670118341506e-05,5.0,18.0
2524,Castro,TX,9070,0.0,0.0,3.78361272983813e-05,3.0,2.3776050630430964e-05,5.2004456482619607e-05,0.0,6.0
2525,Chambers,TX,20088,4.0,1.9912385503783356,3.782025652723382e-05,7.0,2.6318310277498713e-05,5.1683619715853815e-05,2.0,12.0
2526,Cherokee,TX,41049,10.0,2.4361129381958144,3.5506621194130086e-05,14.0,2.5335315989021936e-05,4.6294298952293694e-05,6.0,21.0
2527,Childress,TX,5953,2.0,3.359650596337981,4.395890780892409e-05,2.0,2.8312415155262523e-05,5.9009064990121524e-05,0.0,5.0
2528,Clay,TX,10024,2.0,1.9952114924181965,4.064525786458301e-05,4.0,2.6575125368159446e-05,5.5407938807434515e-05,0.0,7.0
2529,Cochran,TX,4377,1.0,2.284669865204478,4.3340593513419525e-05,2.0,2.8601500706086794e-05,6.0225660109545706e-05,0.0,4.0
2530,Coke,TX,3424,2.0,5.841121495327102,4.654256194074239e-05,1.0,3.1518442392363863e-05,6.402088504011684e-05,0.0,3.0
2531,Coleman,TX,9710,3.0,3.0895983522142116,4.250907337165686e-05,4.0,2.7617018211600535e-05,5.7078248815512815e-05,0.0,7.0
2532,Collin,TX,264036,29.0,1.0983350755200048,1.5907668313273295e-05,42.0,1.2255155252509823e-05,1.9566684761740233e-05,26.0,55.0
2533,Collingsworth,TX,3573,2.0,5.59753708368318,4.654102670054732e-05,1.0,2.9820265202028553e-05,6.315698003896588e-05,0.0,4.0
2534,Colorado,TX,18383,5.0,2.71990425937007,4.007527963387677e-05,7.0,2.7374326071443842e-05,5.4317240767830296e-05,2.0,12.0
2535,Comal,TX,51832,13.0,2.508103102330607,3.470834257718547e-05,18.0,2.52991614930078e-05,4.4638934542544556e-05,8.0,25.0
2536,Comanche,TX,13381,6.0,4.483969807936627,4.541512343842913e-05,6.0,2.9686089282796112e-05,5.955754991107791e-05,2.0,10.0
2537,Concho,TX,3044,0.0,0.0,4.271375951664165e-05,1.0,2.7707425438613443e-05,5.979637386298317e-05,0.0,3.0
2538,Cooke,TX,30777,6.0,1.9495077492933035,3.4889983486723075e-05,10.0,2.4846595508752765e-05,4.6260656315157265e-05,4.0,16.0
2539,Coryell,TX,64213,3.0,0.4671951162537181,2.1113766877656842e-05,13.0,1.4110818785089502e-05,2.8326102914455017e-05,5.0,20.0
2540,Cottle,TX,2247,2.0,8.900756564307967,4.793607345021833e-05,1.0,3.0630880603607e-05,6.469762608966974e-05,0.0,3.0
2541,Crane,TX,4652,0.0,0.0,4.102008130614269e-05,2.0,2.630737098472053e-05,5.6862338266322734e-05,0.0,4.0
2542,Crockett,TX,4078,1.0,2.452182442373713,4.3981082216126645e-05,2.0,2.8177882950598867e-05,5.938046675237117e-05,0.0,4.0
2543,Crosby,TX,7304,2.0,2.738225629791895,4.273100631834247e-05,3.0,2.715857330583603e-05,5.7911916712338575e-05,0.0,6.0
2544,Culberson,TX,3407,0.0,0.0,4.236870659737196e-05,1.0,2.7183012494152533e-05,5.851238989718232e-05,0.0,3.0
2545,Dallam,TX,5461,0.0,0.0,4.0618329295852884e-05,2.0,2.4922133267981275e-05,5.467879040381565e-05,0.0,4.0
2546,Dallas,TX,1852810,267.0,1.44105439845424,1.5106214270679603e-05,279.0,1.3610657133400324e-05,1.6569455526750584e-05,242.0,321.0
2547,Dawson,TX,14349,6.0,4.181476061049549,4.4756874527678216e-05,6.0,3.087141618665893e-05,5.9743848494109135e-05,1.0,10.0
2548,Deaf smith,TX,19153,0.0,0.0,3.156017862519634e-05,6.0,1.9516297928329336e-05,4.3342589446492436e-05,1.0,10.0
2549,Delta,TX,4857,1.0,2.0588840848260244,4.313670133943309e-05,2.0,2.8610814024519367e-05,5.903997708564549e-05,0.0,4.0
2550,Denton,TX,273525,30.0,1.0967918837400603,1.576641162749561e-05,43.0,1.2198716289184171e-05,1.937375559047798e-05,28.0,57.0
2551,Dewitt,TX,18840,0.0,0.0,3.203861027521874e-05,6.0,1.9905085811698235e-05,4.2747516299001676e-05,2.0,10.0
2552,Dickens,TX,2571,2.0,7.779074290159472,4.709114769366909e-05,1.0,2.9998981999079522e-05,6.362615628380048e-05,0.0,3.0
2553,Dimmit,TX,10433,0.0,0.0,3.668452377147827e-05,4.0,2.3713783023389073e-05,5.065053775522939e-05,1.0,7.0
2554,Donley,TX,3696,0.0,0.0,4.2282787757191834e-05,1.0,2.7500834718948917e-05,5.863702208303998e-05,0.0,3.0
2555,Duval,TX,12918,1.0,0.7741136398823347,3.672555282331962e-05,5.0,2.376246933490528e-05,4.9208691763609896e-05,1.0,8.0
2556,Eastland,TX,18488,3.0,1.6226741670272609,3.691795880851781e-05,7.0,2.479941248805985e-05,5.064127997941134e-05,2.0,11.0
2557,Ector,TX,118934,30.0,2.522407385608825,3.092384009440056e-05,37.0,2.4056275858791262e-05,3.8232744012922725e-05,22.0,48.0
2558,Edwards,TX,2266,0.0,0.0,4.3314058775570686e-05,1.0,2.82759198256344e-05,6.045181768417245e-05,0.0,2.0
2559,El paso,TX,591610,0.0,0.0,3.102949165553147e-06,18.0,2.0245242107110225e-06,4.223145488094477e-06,8.0,27.0
2560,Ellis,TX,85167,8.0,0.9393309615226556,2.1605217341769586e-05,18.0,1.5398358467526523e-05,2.8702120543548573e-05,10.0,28.0
2561,Erath,TX,27991,5.0,1.7862884498588831,3.469729463119529e-05,10.0,2.363251574701949e-05,4.609012016416267e-05,3.0,15.0
2562,Falls,TX,17712,6.0,3.3875338753387534,4.200302560889731e-05,7.0,2.9944549696915814e-05,5.662391067792624e-05,2.0,12.0
2563,Fannin,TX,24804,4.0,1.6126431220770845,3.5048577700398295e-05,8.0,2.359532334416553e-05,4.70152315787461e-05,3.0,14.0
2564,Fayette,TX,20095,7.0,3.483453595421747,4.2121593759042136e-05,8.0,2.8847929693329096e-05,5.538096983020191e-05,4.0,14.0
2565,Fisher,TX,4842,1.0,2.0652622883106155,4.335990444008388e-05,2.0,2.785067476130277e-05,5.84791867656716e-05,0.0,4.0
2566,Floyd,TX,8497,2.0,2.3537719195010007,4.2098982871840444e-05,3.0,2.780736923722843e-05,5.7008648783443595e-05,0.0,6.0
2567,Foard,TX,1794,1.0,5.574136008918618,4.611105433186115e-05,1.0,3.106231951221673e-05,6.274139673276544e-05,0.0,2.0
2568,Fort bend,TX,225421,0.0,0.0,7.288175216332252e-06,16.0,4.441351358826691e-06,9.988624691224366e-06,7.0,25.0
2569,Franklin,TX,7802,1.0,1.281722635221738,4.055746614404269e-05,3.0,2.5512998582018875e-05,5.414997351807284e-05,0.0,6.0
2570,Freestone,TX,15818,2.0,1.2643823492224049,3.666160477469451e-05,6.0,2.4163906857495136e-05,4.9458210520478484e-05,2.0,10.0
2571,Frio,TX,13472,1.0,0.7422802850356295,3.651780778260767e-05,5.0,2.4177932405689613e-05,5.0560966024968566e-05,0.0,8.0
2572,Gaines,TX,14123,0.0,0.0,3.4471738522448344e-05,5.0,2.146806915647439e-05,4.80197102142828e-05,0.0,8.0
2573,Galveston,TX,217399,36.0,1.6559413796751596,2.1371570438864838e-05,46.0,1.6884666517563902e-05,2.6252101644519663e-05,32.0,61.0
2574,Garza,TX,5143,2.0,3.888780867198133,4.4853600463189485e-05,2.0,2.9107520885480918e-05,6.0864582858241664e-05,0.0,5.0
2575,Gillespie,TX,17204,5.0,2.906300860265054,4.098952160811874e-05,7.0,2.792636915517213e-05,5.6089954906876124e-05,3.0,12.0
2576,Glasscock,TX,1447,0.0,0.0,4.4330400238691016e-05,0.0,2.754872999294533e-05,6.072601636613728e-05,0.0,2.0
2577,Goliad,TX,5980,2.0,3.3444816053511706,4.427396816801303e-05,2.0,2.8709756582839235e-05,5.9974290151698483e-05,0.0,5.0
2578,Gonzales,TX,17205,13.0,7.555943039814007,5.424569718388154e-05,9.0,3.83150989229151e-05,7.00630112163606e-05,3.0,14.0
2579,Gray,TX,23967,1.0,0.4172403721784121,3.095428029815207e-05,7.0,2.053930788802007e-05,4.339891727962593e-05,2.0,12.0
2580,Grayson,TX,95021,18.0,1.8943180981046297,2.7257556319876586e-05,26.0,2.0533899759217475e-05,3.532002685927756e-05,14.0,36.0
2581,Gregg,TX,104948,18.0,1.7151351145329117,2.5431685278596714e-05,26.0,1.8750987440859915e-05,3.238413673622966e-05,15.0,37.0
2582,Grimes,TX,18828,6.0,3.1867431485022304,4.1355705367322805e-05,8.0,2.8623429682482683e-05,5.591949937737001e-05,3.0,13.0
2583,Guadalupe,TX,64873,13.0,2.003915342284156,2.9971588982226578e-05,19.0,2.14689016954474e-05,3.894264437050905e-05,10.0,28.0
2584,Hale,TX,34671,11.0,3.1726803380346693,3.9401148088219636e-05,14.0,2.8074686044686147e-05,5.1937492795150214e-05,7.0,21.0
2585,Hall,TX,3905,1.0,2.560819462227913,4.393396772605569e-05,2.0,2.7442943806222506e-05,5.9572177998868864e-05,0.0,4.0
2586,Hamilton,TX,7733,4.0,5.17263675158412,4.623437968249426e-05,3.0,3.0087711045865543e-05,6.156512279693681e-05,0.0,6.0
2587,Hansford,TX,5848,3.0,5.1299589603283176,4.613424332224591e-05,3.0,3.205436909258736e-05,6.306980921311945e-05,0.0,5.0
2588,Hardeman,TX,5283,3.0,5.6785917092561045,4.689309085072218e-05,2.0,3.140360182248124e-05,6.48270191111204e-05,0.0,5.0
2589,Hardin,TX,41320,13.0,3.146176185866409,3.876203347805997e-05,16.0,2.7571196599725117e-05,4.94575442215595e-05,7.0,23.0
2590,Harris,TX,2818199,321.0,1.139025313684378,1.1874156367941573e-05,334.0,1.0838720719297594e-05,1.2975755474440524e-05,290.0,375.0
2591,Harrison,TX,57483,10.0,1.7396447645390811,2.948932742068217e-05,17.0,2.1332164061932624e-05,3.8936864236039525e-05,7.0,24.0
2592,Hartley,TX,3634,1.0,2.75178866263071,4.435058994435828e-05,1.0,2.769930188982987e-05,5.9761917604784575e-05,0.0,3.0
2593,Haskell,TX,6820,4.0,5.865102639296187,4.73211044970915e-05,3.0,3.139145962096108e-05,6.252478214038786e-05,0.0,6.0
2594,Hays,TX,65614,5.0,0.7620324930655042,2.2677422270276217e-05,15.0,1.5361783456722323e-05,3.0452714554902653e-05,6.0,22.0
2595,Hemphill,TX,3720,0.0,0.0,4.246390850269026e-05,1.0,2.7055638590014307e-05,5.90419186695141e-05,0.0,3.0
2596,Henderson,TX,58543,13.0,2.2205899936798588,3.222498112484307e-05,19.0,2.279126358118494e-05,4.118154970550728e-05,10.0,27.0
2597,Hidalgo,TX,383545,34.0,0.886467037766103,1.2613953125704795e-05,48.0,9.971524186538217e-06,1.5447420254039162e-05,31.0,62.0
